"","eralpha","esr1","pr","pgr","her2","erbb2","egfr_mirnaprot","krt5","krt14","krt17","gata3","foxa1","mki67","bcl2_rna","p53","cd24","cd44"
"1",-8.31990815078327e-15,-9.01428384706071e-15,2.3527466118933e-16,-7.64732498157642e-15,5.6753286124518e-15,3.73466512142338e-15,3.82119012941313e-15,-3.30606789254542e-15,-2.94685132853205e-15,-3.28975933614762e-15,-4.12991913906835e-15,-7.37049240729026e-15,1.85479575980142e-15,-1.18783031123712e-14,6.96407275576322e-15,-4.42670559839001e-15,-3.36837039742003e-15
"2",0.440472216992414,0.164379974060809,-0.854440783635658,0.217108341718844,-0.382022482409974,-0.336095682287552,-0.591841460706329,0.508329581023628,0.658902800265128,0.0917944526738687,0.025173148745793,0.0935602613801131,-0.314205889525265,0.409538159513994,-1.06713341545329,-0.16477960007874,0.768247086163078
"3",0.50354471250877,0.459442081538923,0.0607309549426666,0.679811864165607,-0.341882689579508,-0.590537745011322,-0.569737459800299,-0.988279135925215,-1.03499157240872,-0.936577556491222,0.691348655858821,0.577653306628592,1.93206594313346,1.39656202541863,1.07633632236266,-0.651968497179325,-2.80784487734458
"4",0.588925975793998,0.760588429085579,-1.26964850985044,-0.45911794385237,1.80236973683211,1.48893156423505,0.208920605299426,0.157039107818509,0.245341420259842,0.425893522116691,0.0247167141542053,0.387241724899223,-0.281809633090657,1.32512648018458,-2.36661062615152,0.694766565957906,0.435870022377546
"5",-1.85539585602326,-1.58446524125956,-1.151953589326,-1.07307165267367,-0.634978523844063,-0.990722439617895,1.36031366964793,0.6876237658513,1.75218059268783,1.24362280305303,-1.79668422897892,-2.41198474935184,1.29186702642654,-0.866236436341007,-0.0947032246056,-0.0638092877964369,0.915253378657967
"6",0.10615207164856,0.59210332783826,0.0541580340591959,1.029347146461,-0.0137648163634474,0.0421865405207882,1.01082630662119,-0.0290629062572699,0.209113367594608,0.00293273400123877,0.42433981362414,0.16115128371413,0.839476546450208,-0.0367905753410752,-2.34482285817396,0.102067665665872,0.88807347799127
"7",0.660353422137735,1.49010288904306,0.173039638727259,0.625463844933111,0.173316523876808,0.421877884782961,0.678573324239581,-1.17390846818346,-0.581832432696651,-1.06852265757295,0.849670811077819,1.42602311534844,0.473556171388161,1.38309549810226,0.822499245076616,-0.0249379195632535,-0.413750390595406
"8",-0.181356103682438,0.153133075057574,1.1321807855501,1.21171104054355,-0.738290252914521,-0.237208179377385,-0.259496622297628,1.17465094849392,1.09140714325938,0.969659181776954,0.497527916045222,0.404327805981962,0.440644971970687,0.693484433073305,-1.88769732408889,-0.610924617619543,0.833223021594417
"9",-1.33733385617914,-1.79428225274321,-0.641262974065963,-1.16938584359425,-0.571362584782148,-0.632910422734931,-0.549109602394077,0.890352769006273,0.292001584415173,0.456825742847702,-1.7933117372709,-2.65297856326177,1.51218109972857,-1.04316596144429,2.00507748113442,0.151098759354127,-0.92505544793266
"10",1.12555396800464,0.73824325398403,-0.870363394257206,0.526125330683863,-0.464578095692001,-0.603930874942286,-0.738364248684558,-1.35116622678732,-0.840680093250178,-1.08504518308309,0.838182000096609,0.504215170349,-0.282788224093129,-0.675556660381074,0.195818323840911,0.243340353250727,-0.779632076759865
"11",0.354484830512808,0.349756337586283,1.39370182564976,1.0872419884611,-0.200129408626961,-0.559165387105454,-0.737335438055502,-1.40835621121206,-1.39171380077699,-1.57644685368988,0.386675007961972,0.531746890286869,0.847146674656245,0.920411935728379,-0.452521641913646,-0.52531332434641,0.788817178180863
"12",-1.6444802783097,-1.69635007132563,-1.07540332671403,-1.07304931388536,0.209757124779213,-1.19698673556435,0.518185186979806,1.20518135601978,-0.432842485079497,1.5397186117465,-1.85397987267795,-2.75436084263876,0.753288202845444,-1.97239734414008,0.305299039432655,-0.465188516488157,-0.898927890160856
"13",0.204502769112131,0.114763049847425,1.1151624151298,1.17201849510262,-0.083693692403087,-0.573225066713816,0.379439923632971,1.16384751330868,1.38098273193565,1.35486459085394,0.228508801652693,-0.152634424221148,-0.577463029373387,0.188055477597414,-0.0819352149918562,-1.25465890423122,-0.199733466507229
"14",-1.20500202220883,-1.32179303352615,-0.756253583374854,-1.26822920053938,-0.558130322405692,-0.514140054061825,0.657140377882479,0.817877926530806,-0.633588361994188,0.82271786755465,-0.838880768953298,-2.22358994773404,0.867632172049476,-1.41421231710492,-0.0797291974138853,-0.0661665467621812,0.447202016576038
"15",-1.80630182938548,-1.34007938135762,-0.936822353148024,-1.1116211784057,-1.78012400592715,-1.58998866112475,0.304883581792107,-1.45818175442909,-1.32414062690875,-0.511977537775613,-1.12418899905186,-1.26486701364061,1.6895339415752,-1.39077311418096,2.77740671530217,1.0139658400616,1.44153014260005
"16",-1.5824950318831,-1.42792494956133,-0.985461224981096,-1.07011225780396,-0.422702495681302,-0.856431630048183,-0.275646662441769,1.32739202410291,1.58291718233987,0.732141654459616,-1.99056375481359,-2.01981014259398,1.15457981964289,-1.31662669686137,0.853744873500397,1.4711476614818,0.220221273651582
"17",-1.27443648332485,1.06153071599607,-0.681347721123658,-0.30372006010227,-0.57283101840187,1.62207962520449,1.50841355856653,-1.50601745099068,-1.5836857373057,-1.72073377140052,0.407672079240233,0.471410026167497,-0.687029851189733,0.32351048427135,-0.890080290827459,1.03963064759371,-0.24555631898087
"18",0.946549648418397,1.17990367759845,-0.641419117194187,-0.6103788810438,-0.595797798454841,-0.699667774640344,-0.316329515053581,0.0511980917240023,-0.139021470169808,-0.0263882234982128,0.909488483493401,0.799010805516841,1.31401360000717,0.646691951740692,-0.262731318286844,0.252066235309791,-2.14999245301857
"19",0.872815517776307,1.13333133974734,2.33537713187843,2.19041596792427,0.153614699300007,0.302550357557234,0.0935450500988241,-0.179613317943949,0.0154134082642526,-0.267389455365133,0.719454796901029,0.568487824332819,0.0326887807546819,0.744129503608121,-0.504258560558792,1.00651391631117,0.546315398834099
"20",0.670151717992345,0.331723651457561,0.301822215083357,0.622904337414374,-0.532959423740391,-1.11587940806717,-0.786023692193067,-1.62413977648803,-1.8149791883182,-1.89080292029077,0.383254166120651,0.445081525405588,0.529081480105752,-0.608034275529486,0.972610686216107,0.133266612716286,-0.116722614478376
